user,text,compound analysis,positive analysis,negative analysis,neutral analysis
@BBC,"Our hearts are racing, but we're also learning when we're scared. @ClaudiaHammond explains why some people like it.… https://t.co/qVMWxtFyHB",-0.1531,0.135,0.16,0.705
@BBC,Rejection doesn't have to be brutal. Here are 5 expert-approved break-up texts to send instead of ghosting. 📱👻… https://t.co/2LACT8FAVi,-0.8225,0,0.322,0.678
@BBC,RT @BBCAfrica: Knitting 'knockers' for Kenyan breast cancer survivors https://t.co/QxrZ3ikN5W https://t.co/Bi2rzkF3Cy,-0.6597,0,0.306,0.694
@BBC,"'If people are short of pay, they basically can use us to get by.' ❤️️ Via @BBCTheSocial. https://t.co/QWdpNbacDB",-0.1027,0,0.076,0.924
@BBC,"In the last 70 years, the global population has tripled. With limited space &amp; resources, @StephenHawking believes w… https://t.co/whLLCA6MoC",-0.2263,0,0.095,0.905
@BBC,"‘He hugged me and he cried on my shoulder.’ 💔
Clarke Carlisle on the bereaved stranger who saved him from killing h… https://t.co/5fIvMCvlnA",-0.6808,0.169,0.31,0.521
@BBC,A woman who paid just £46 for a flight to Crete has spoken of her amazement at being the only passenger on board. ✈… https://t.co/MJvYr2BhO3,0.5423,0.137,0,0.863
@BBC,"RT @BBCTwo: The funniest, creepiest story you'll hear all week. 😂 @wiggywalsh @SandiToksvig #QI https://t.co/RxNv6YLxC4",0.5574,0.217,0,0.783
@BBC,RT @bbcweather: Storms kill most of island's seal pups https://t.co/8sbnGWl8JK Jo https://t.co/bW1v0kOjDV,-0.6908,0,0.299,0.701
@BBC,'Grace Jones is an exceptional artist whose greatest creation may have been herself.' ~ @NileRodgers… https://t.co/UM2JvkkzF1,0.8442,0.431,0,0.569
@BBC,RT @bbcapprentice: Siimon says... watch #TheApprentice Appraisal! 🤖 https://t.co/biQlAvfrwa,0,0,0,1
@BBC,RT @bbcweather: Remember that the #clocksgoback this Sunday! Jo https://t.co/oaJgccJ2L3,0,0,0,1
@BBC,RT @BBCTheOneShow: Dominica was left destroyed&amp;lives claimed by #hurricanemaria @angellicabell has been to see how the UK have been helping…,0,0,0,1
@BBC,"RT @bbcmusic: ❤️ Linkin Park fans will be able to watch the bands tribute concert for Chester Bennington worldwide on YouTube 💕
👉https://t.…",0,0,0,1
@BBC,Ever heard of Alexander Baron or Mary Elizabeth Braddon? They’re just some of the authors we need to rediscover. 📖… https://t.co/ehJv5ueN2O,0,0,0,1
@BBC,Are you magic or a muggle? Test your Harry Potter knowledge with our tricky quiz: https://t.co/etsiBflMoA… https://t.co/hQ3b3CuBpT,-0.1531,0,0.096,0.904
@BBC,💔 @BBCRadio2 to broadcast a two part world exclusive documentary featuring George Michael's last ever interview.… https://t.co/GxAbrheokF,0.128,0.097,0,0.903
@BBC,How do you find hidden stories from Britain's black history? #BlackHistoryMonth https://t.co/5mEawMzuMg https://t.co/pM8qc9SkfA,0,0,0,1
@BBC,"RT @bbcstrictly: Craig falls off his chair (yes, really), pure frills from Ruth &amp; Anton, and Joe McFadden gets fierce! See our favourite #S…",0,0,0,1
@BBC,"📻🚙 New, car-friendly view of the @BBCiPlayerRadio app lets you download shows before setting off.… https://t.co/0IKHs6OBXB",0,0,0,1
@BBC,"RT @bbcasiannetwork: 🌟🚨 You could be joining these guys for a top night of laughter! 🚨🌟
Get you tickets here ➡️➡️  https://t.co/fLAC3ZPGwS…",0.6476,0.218,0,0.782
@BBC,RT @bbcthree: How to check your boobs. #wearitpink https://t.co/RHB788krgP,0,0,0,1
@FoxNews,".@dbongino : ""If there was a text message in 2008 right before the election between 2 senior @FBI agents investigat… https://t.co/9X9WMNY50m",0,0,0,1
@FoxNews,"Former Clinton Strategist: Mueller, FBI Face 'Crisis in Public Confidence' https://t.co/4BKuNg0AfA",-0.2023,0.201,0.25,0.549
@FoxNews,"Comey edits revealed: Remarks on Clinton probe were watered down, documents show https://t.co/jpx1nMxGZ6",0,0,0,1
@FoxNews,.@POTUS cuts the red tape. https://t.co/GkoTCpEDAr,-0.296,0,0.306,0.694
@FoxNews,".@replouiegohmert: ""So many on the Special... Counsel's force aren't just biased - they're oozing hatred for Trump… https://t.co/DGPqjlcalp",-0.5245,0.086,0.2,0.714
@FoxNews,".@KellyannePolls: ""It's not atypical for the party in power to have the generic ballot not go their way.""… https://t.co/XfZNHdR4Pm",0.4019,0.13,0,0.87
@FoxNews,DHS Secretary: Still Need Congress to Approve Funds for New Border Wall Sections https://t.co/X5p5hju7PH,0,0,0,1
@FoxNews,BREAKING NEWS: Texas Congressman Blake @farenthold will not seek re-election amid sexual misconduct claims. https://t.co/Pqdo8804kT,0,0,0,1
@FoxNews,".@GovMikeHuckabee: ""[Rod Rosenstein] didn't really answer the questions."" https://t.co/InkK5oDvEh",0,0,0,1
@FoxNews,"In yesterday's speech pushing tax reform, @POTUS said the new tax guidelines favored the ""forgotten men and women o… https://t.co/6x2vHHew2R",0.2263,0.123,0.084,0.793
@FoxNews,.@JaniceDean gives an update on the weather @FoxFriendsFirst https://t.co/MCEMB4jhxL,0,0,0,1
@FoxNews,"Teen found dead in dorm after complaining of headaches, vomiting https://t.co/wq0EqOKsMj",-0.7269,0,0.404,0.596
@FoxNews,"James Freeman on FBI agents sending anti-Trump text messages: ""These people kind of viewed their role as protecting… https://t.co/jra9Q514f9",0.4019,0.13,0,0.87
@FoxNews,".@Jim_Jordan on Peter Strzok's text messages: ""This guy, who thought he was James Bond, this super agent guy at the… https://t.co/oA90ofjZmI",0.6833,0.188,0,0.812
@FoxNews,"New York store owner, 80, shot and killed over 50 cents https://t.co/t8MTqk6cY1",-0.6705,0,0.29,0.71
@FoxNews,"Alabama's Doug Jones facing early pressure to vote with GOP, after upset victory https://t.co/OKY2tmPQz6",-0.5859,0,0.286,0.714
@FoxNews,SOON: @POTUS to give speech on taxes. https://t.co/GJnrSqyPHU,0,0,0,1
@FoxNews,"Mom accused of subjecting son to 323 hospital visits, 13 surgeries https://t.co/7TZCyPYCVA",-0.296,0,0.167,0.833
@FoxNews,"Kim Jong Un vows more 'quality' nuclear weapons, honors rocket scientists (via @byKatherineLam)  https://t.co/U6ZpfCECG0",0.0352,0.179,0.171,0.65
@FoxNews,Trump Signs $700B Defense Policy Bill https://t.co/03V6G5dYqX,0.128,0.2,0,0.8
@FoxNews,.@WWP gives Ohio families a Christmas to remember https://t.co/k2uiPXpUNF,0,0,0,1
@FoxNews,Bannon's 'kingmaker' status tarnished by Moore defeat https://t.co/O1fmKFmnSB via @LukasMikelionis,-0.4588,0,0.25,0.75
@FoxNews,Doug Jones: “I want to thank each of you for helping me fulfill a lifelong dream of serving in the United States Se… https://t.co/3UVDlofAc5,0.8934,0.446,0,0.554
@FoxNews,JUST IN: Alabama Senate election: Too early to project winner as polls close in race between Roy Moore and Doug Jon… https://t.co/KwGwkKrkMy,0.5859,0.153,0,0.847
@FoxNews,".@RepKevinBrady on tax reform bill: ""No one's pushed harder for growth, and getting America leapfrogging back to th… https://t.co/E4yx59MYky",0.1027,0.119,0.101,0.78
@FoxNews,Port Authority bombing suspect's family face backlash after chastising authorities (via @byKatherineLam)  https://t.co/QzJw7AVvuR,-0.34,0.087,0.18,0.733
@FoxNews,Tragic skyscraper plunge: Daredevil climber was planning to propose to his girlfriend the next day https://t.co/gaTp2o81A6,-0.3612,0.081,0.162,0.757
@FoxNews,"Solar eclipse, crashing spacecraft, volcanoes and more: Biggest science stories of 2017 https://t.co/boEHWmcG3M",0,0,0,1
@FoxNews,OPINION: Senate tax bill could be a game changer for parents frustrated with the public school system (via… https://t.co/XhwAo7jiTg,-0.5267,0,0.167,0.833
@FoxNews,"Chain migration allowed Port Authority terror suspect to enter US, authorities say https://t.co/ICCi3CpbGl https://t.co/2N6m52P3m1",-0.6486,0.073,0.313,0.615
@FoxNews,"Ramos on @POTUS vowing to end chain migration: ""What President #Trump is saying is that he wants to make America wh… https://t.co/HONvbemiBD",0,0,0,1
@FoxNews,Google employee's half-naked body found floating in San Francisco Bay https://t.co/XJCP5bZ0IW,0,0,0,1
@FoxNews,"Port Authority explosion suspect: What we know about Akayed Ullah
https://t.co/FELXuKFVsh",-0.2263,0.104,0.176,0.72
@FoxNews,"NPR's Tom Ashbrook suspended amid 'creepy' misconduct allegations from men, women https://t.co/tkpcPkVMo4",-0.4767,0,0.22,0.78
@FoxNews,JUST IN: Democratic Senate candidate Doug Jones holds a 10-point lead over Republican Roy Moore among likely voters… https://t.co/NTZ2eS3CeX,0,0,0,1
@FoxNews,PHOTO shows police responding to the scene after an explosion occurred near New York City's Port Authority bus term… https://t.co/C013gfrOOG,0.0772,0.064,0,0.936
@FoxNews,".@MarshaBlackburn on the special counsel: ""It doesn't seem they're going where the facts lead them.... What appears… https://t.co/efGMqeJHkT",0.4019,0.137,0,0.863
@FoxNews,".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/lwIjU7oTgl",0,0,0,1
@FoxNews,".@GovMikeHuckabee: ""[@ChelseaHandler's] called a late night host. I think it's so late now that she's not on anymor… https://t.co/j5CFbJGISJ",0,0,0,1
@FoxNews,"On ""Sunday Morning Futures,"" @RepPeteKing pushed back on those claiming @DonaldJTrumpJr engaged in collusion with R… https://t.co/u6MpfSs3Lr",0.4019,0.144,0,0.856
@FoxNews,".@SteveHiltonx: ""Republicans are wrong to claim that their tax bill will raise incomes as well. They don't seem to… https://t.co/CN9RDW4k0n",-0.25,0.091,0.134,0.776
@FoxNews,'Stain on America!' @realDonaldTrump denounces 'Fake News Media' after string of major reporting errors exposed https://t.co/lcX2qh2WuV,-0.8398,0,0.454,0.546
@FoxNews,"Presidents @BillClinton, George W. Bush, and @BarackObama all declared Jerusalem the capital of Israel. https://t.co/Ah7klpcFFy",0,0,0,1
@FoxNews,"On @ffweekend, @SheriffClarke slammed Rep. John Lewis for boycotting @POTUS's appearance at a Civil Rights museum i… https://t.co/rzkhptkwKc",-0.4019,0,0.144,0.856
@FoxNews,".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" https://t.co/0DKmHTLoHe",0,0,0,1
@FoxNews,"On ""FOX &amp; Friends Weekend,"" Deneen Borelli slammed the divisive politics of the left. https://t.co/uHWE6fZ3hk https://t.co/weoQ3smSch",0.4767,0.171,0,0.829
@FoxNews,".@GovMikeHuckabee: ""[The mainstream media is] delegitimizing the institution of journalism."" https://t.co/7XVBbEroqX",0,0,0,1
@FoxNews,".@PeterRoskam: ""We've got to figure out how to give more middle income tax relief."" #SundayFutures @MariaBartiromo https://t.co/c9dsWzjiAY",0,0,0,1
@FoxNews,RT @FoxNewsSunday: .@nikkihaley on addressing the #Jerusalem issue at the UN Security Council: I want the Security Council and all the inte…,0.6249,0.253,0,0.747
@FoxNews,".@David_Bossie: ""I want the media to do a good job... and so does the president. If they did a good job, he wouldn'… https://t.co/e8LzaVWFgA",0.7269,0.272,0,0.728
@FoxNews,"On @ffweekend, Mike Eruzione, captain of the 1980 US Men's Olympic Hockey team, gave his take on whether athletes s… https://t.co/clg71MyNyZ",0,0,0,1
@FoxNews,"On @ffweekend, @Varneyco praised @POTUS's handling of the economy. https://t.co/WsrMdioXee",0.4939,0.262,0,0.738
@FoxNews,".@TomiLahren: ""Listen to me loud and clear - We need to get over the notion that the worst thing that can happen to… https://t.co/u7KDXuIiNg",-0.3612,0.094,0.148,0.758
@FoxNews,.@nedryun: Are Republicans plotting to sell-out small business? https://t.co/fafftkgsZF,0,0,0,1
@FoxNews,.@newtgingrich: Here's why America must be great https://t.co/h0dxAPEG7O,0.6249,0.369,0,0.631
@FoxNews,".@CLewandowski_: ""The Democratic party is so lost for ideas... They've lost all of middle America because they have… https://t.co/EqBxEqBosJ",-0.3582,0.113,0.217,0.67
@FoxNews,".@DiamondandSilk: ""We don't trust the media. We know that they're trying to feed us a narrative... We don't need th… https://t.co/PCyIZ3nkGW",-0.4023,0,0.125,0.875
@FoxNews,"In his speech at the opening of the Mississippi Civil Rights Museum, @POTUS called for ""a future of freedom, equali… https://t.co/tr5nvcLvuB",0.6369,0.174,0,0.826
@FoxNews,".@Varneyco: ""1. We've got the best growth rate in a decade. 2. We have the lowest unemployment in 17 years. 3. Yest… https://t.co/DwUZ4ytfTt",0.3182,0.224,0.182,0.594
@FoxNews,".@POTUS: ""We pay solemn tribute to our heroes of the past and dedicate ourselves to building a future of freedom, e… https://t.co/bHXTxfoulo",0.7783,0.276,0.099,0.625
@FoxNews,".@TomiLahren: ""Listen to me loud and clear - We need to get over the notion that the worst thing that can happen to… https://t.co/tVsECjwChG",-0.3612,0.094,0.148,0.758
@FoxNews,".@SheriffClarke: ""If it weren't for the Republicans in Congress in the 1960s, there would be no Civil Rights Act. T… https://t.co/JII2LN0Dsn",-0.296,0,0.099,0.901
@FoxNews,"J. Christian Adams on the special counsel: ""Everybody seems to be biased on this investigation."" https://t.co/81vrozZiSp",0.1531,0.144,0.112,0.745
@FoxNews,"On @foxandfriends, @AlanDersh talked about his treatment by fellow liberals for daring to not toe the line on… https://t.co/2Cv0qH31w3",0.3612,0.122,0,0.878
@FoxNews,".@POTUS: ""We're going to lift our people from welfare to work, from dependence to independence, and from poverty to… https://t.co/uxTcoCsKbR",-0.5106,0,0.148,0.852
@FoxNews,".@POTUS: ""We are getting rid of the individual mandate where you pay a lot of money for the privilege of not [havin… https://t.co/ia8F7cEDPp",0.2732,0.105,0.059,0.837
@FoxNews,"More Clinton ties on Mueller team: One deputy attended Clinton party, another rep'd top aide - via @brookefoxnews
https://t.co/gxxQcBLbAi",0.5423,0.22,0,0.78
@FoxNews,Earlier: Ceremonial swearing-in of Kirstjen Nielsen to be next Homeland Security Secretary. https://t.co/1rSKbhInr0,0.34,0.167,0,0.833
@FoxNews,"RT @FoxBusiness: Cohn: ""We really need to drive wages in this country. The president has committed to the public that he's going to work to…",0.2732,0.08,0,0.92
@FoxNews,".@AlanDersh: ""I call it the Donald Trump Diet. I've lost 7 pounds because my liberal friends have stopped inviting… https://t.co/XHEW5cVEO2",-0.0258,0.133,0.18,0.687
@FoxNews,Florida nanny found dead in woods reportedly tortured before her murder https://t.co/MZP36XiCsr,-0.9274,0,0.583,0.417
@FoxNews,"Parting shot: Franken, in disgrace, quits with blast at Trump and Moore https://t.co/AV3F0aslmM via @HowardKurtz @MediaBuzzFNC",-0.4939,0,0.176,0.824
@FoxNews,.@TheJusticeDept has formally launched a federal investigation into @PPact practices and the sale of fetal tissue (… https://t.co/xyaOiwLDsX,0.128,0.086,0,0.914
@FoxNews,.@McDonalds employee wearing antlers reportedly suspended for head-butting customer over nuggets https://t.co/cXHfBwOP0X,-0.4767,0,0.22,0.78
@FoxNews,".@DavidWohl on Mueller investigation: ""This process is so irreparably corrupted at this point that the only solutio… https://t.co/taa543zRsN",0,0,0,1
@FoxNews,"Remembering Pearl Harbor, 76 years later. https://t.co/hLaTMfdk7w",0,0,0,1
@FoxNews,"In his speech announcing his resignation, @SenFranken slammed @POTUS. https://t.co/LCgMpZekrB https://t.co/1FBFwjU1cb",-0.296,0,0.18,0.82
@FoxNews,.@SenFranken's fellow Minnesota Democrat @amyklobuchar responds to his resignation. https://t.co/DmUKnENraq,-0.296,0,0.196,0.804
@FoxNews,'Sudden Case of Feverish Morality': @IngrahamAngle Calls Out Dems' 'Political Calculation' on @SenFranken https://t.co/IXqzwbPIsI,0,0,0,1
@FoxNews,"On @foxandfriends, @newtgingrich said there was a double standard in how the @FBI treated @HillaryClinton and… https://t.co/O9i55mFEvL",0,0,0,1
@FoxNews,UN Ambassador @nikkihaley praised @realDonaldTrump’s decision to move the US Embassy to Jerusalem.… https://t.co/rgXUc83V82,0.4939,0.198,0,0.802
@FoxNews,"The sun is seen through thick smoke generated by a wildfire in #SantaPaula, #California. https://t.co/AdFCqLzn7j https://t.co/W2FgCQlnC2",0,0,0,1
@FoxNews,".@jessebwatters on @POTUS's decision to recognize Jerusalem as the 'capital' of Israel: ""This is 'vintage Trump': h… https://t.co/8fTrx52Qfl",0,0,0,1
@FoxNews,"TUNE IN: Donald Rumsfeld, the former defense secretary under Presidents George W. Bush and Gerald Ford, sits down w… https://t.co/YOgW9Iw80d",0.128,0.073,0,0.927
@FoxNews,".@nikkihaley on backlash to @POTUS' Israel announcement: ""Courage doesn't come by doing what everybody else says. C… https://t.co/EU4TAxwz1D",0.4939,0.158,0,0.842
@FoxNews,"Wisconsin high school teacher, 28, charged for alleged trysts with teen boy student https://t.co/E5yQFx27LU",-0.2023,0,0.122,0.878
@FoxNews,DNC Chair @TomPerez called for @SenFranken's resignation in light of another woman accusing him of sexual misconduc… https://t.co/xOynK5w06U,-0.4404,0,0.196,0.804
@FoxNews,BREAKING NEWS: President Trump said Wednesday he is formally recognizing Jerusalem as Israel's capital and is order… https://t.co/0IGHhjpCXe,0,0,0,1
@FoxNews,BREAKING NEWS: 6 female Democrat senators call for @SenFranken to step down. https://t.co/SK3RK2Mpll https://t.co/xUdNR1YG6B,0,0,0,1
@FoxNews,JUST IN: Corey Feldman's 1993 audio files naming alleged sexual predators found by Santa Barbara County Sheriff's O… https://t.co/ZaDb4zNqm8,0,0,0,1
@FoxNews,"Jack Phillips, bakery owner on what happened after refusing to make a cake for a same-sex couple: ""We've had to sur… https://t.co/dvSBEOMVQG",-0.4019,0,0.124,0.876
@FoxNews,.@POTUS plans to recognize Jerusalem as Israel's capital and move the U.S. Embassy there from Tel Aviv. https://t.co/uGpnFEMFvI,0,0,0,1
@FoxNews,'They Should All Step Aside': Ingraham Says Mueller Deputy Represented Clinton Foundation https://t.co/ff5wzXOQNh,0,0,0,1
@FoxNews,Refugee admissions tumble after Trump lifts ban https://t.co/AAZGVag6sm,-0.5574,0,0.34,0.66
@FoxNews,Firefighters saved a family's Christmas tree from California wildfires. @adamhousley  https://t.co/8uTm9VRcn3 https://t.co/EQIJFaDFIS,0.4215,0.219,0,0.781
@FoxNews,.@GovMikeHuckabee on John Conyers Retiring and Endorsing Son: Is This a 'Political Kingdom?' https://t.co/gAvoJ9SrmI,0,0,0,1
@FoxNews,"2 Utah girls found after kidnapping by 'doomsday prepper' dad who wed daughters to cult leader, cops say (via… https://t.co/4XaYAFMXKo",-0.5859,0,0.174,0.826
@FoxNews,".@LawrenceBJones3: ""I wasn't too pleased with what came out of the tax bill... I guess you could say something is b… https://t.co/EdKyiNiTwS",-0.3412,0,0.107,0.893
@FoxNews,Supporters dressed up as President @realDonaldTrump and Vice President @mike_pence look on as @POTUS arrived at Sal… https://t.co/Jjin6tLwfo,0.4404,0.146,0,0.854
@FoxNews,".@AreuCathy on undocumented immigrants: ""An action is illegal, a person is not illegal."" https://t.co/EDOAOXjeYi",-0.5574,0,0.231,0.769
@CBS,"Get to know 2017 Kennedy Center honorees @LLCoolJ, Carmen de Lavallade (@CarmenDances), @GloriaEstefan,… https://t.co/RGe3zqmY08",0.5106,0.202,0,0.798
@CBS,The Kennedy Center Honors recognizes the lifetime contributions of all types of performance artists. Watch the 40th… https://t.co/azF3rW2ptw,0.5106,0.163,0,0.837
@CBS,RT @chattie: Watching #carolburnett50  can’t quit smiling. Brings me memories of watching on Saturday nights with my mom and grandma.,0.4588,0.136,0,0.864
@CBS,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,0,0,0,1
@CBS,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",0,0,0,1
@CBS,Some of the best moments happen behind the scenes! Here's your backstage pass to the 2017 Victoria's Secret Fashion… https://t.co/S8MpOnhC6b,0.6696,0.191,0,0.809
@CBS,RT @SaraSampaio: It’s show time! Tune in now on cbs #vsfashionshow https://t.co/u75WfqCJr7,0,0,0,1
@CBS,Go backstage with the Angels as they get ready to walk the runway! Watch the #VSFashionShow tomorrow at 10/9c on CB… https://t.co/o98pKc51Zq,0.4199,0.117,0,0.883
@CBS,Relive all the incredible music memories from 'GRAMMYs® Greatest Stories: A 60th Anniversary Special'. Watch it now… https://t.co/t0LarCTxO1,0.6369,0.208,0,0.792
@CBS,Are you ready for the concert event of the year? Bruno Mars: 24K Magic Live at the Apollo is coming to CBS on Wedne… https://t.co/OBI6LtE4d1,0.3612,0.094,0,0.906
@CBS,"RT @TheTalkCBS: Get to know our new co-host, @TheRealEve​ 💖💖 https://t.co/0FRuwVanNg",0,0,0,1
@CBS,"RT @startrekcbs: Stream the fall finale this Sunday, Nov. 12. #StarTrekDiscovery continues January 7, 2018. Learn what's in store for episo…",0,0,0,1
@CBS,"RT @ManWithAPlan: Hi-five, fans! #ManWithAPlan will premiere Monday, Nov. 13 at 8:30/7:30c on @CBS!🖐🏼 https://t.co/njrMa5S6Qz",0,0,0,1
@CBS,The Halloween fun isn’t over for @lucastill and George Eads. Tune in to a spooky episode of #MacGyver now! https://t.co/nJePYNhmUa,0.5562,0.166,0,0.834
@CBS,"This Friday, @MacgyverCBS' @LucasTill plays Vincent in the animated special Michael Jackson's Halloween. Don't miss… https://t.co/Dg6w6yWevA",0.5719,0.251,0,0.749
@CBS,RT @marythechief: Thnx 2 my beautiful friend &amp; advocate @wcruz73 I just took @glaad ‘s #SpiritDay pledge against bullying! Join me at https…,0.69,0.315,0.128,0.558
@CBS,Stream the Philadelphia Eagles @ Carolina Panthers LIVE tonight at 8:25PM ET! Try #CBSAllAccess FREE:… https://t.co/vIaCChwfCv,0,0,0,1
@CBS,RT @jecwilk: Think I found my new favourite thing about Sunday nights. So far SO good!  #WisdomoftheCrowd,0.6685,0.23,0,0.77
@CBS,Stream the season premiere of #NCIS tonight at 8/7c! Try #CBSAllAccess FREE: https://t.co/sbX2yOzCQx https://t.co/x3EdaVG5JF,0.6514,0.25,0,0.75
@CBS,"RT @startrekcbs: Find out how, when &amp; where you can watch #StarTrekDiscovery beginning tonight: https://t.co/G9FXfmX6TN https://t.co/10eqQ2…",0,0,0,1
@CBS,Check out the photos of some behind-the-scenes moments you may have missed from TV's biggest night:… https://t.co/IyMJEOUZfQ,-0.296,0,0.121,0.879
@CBS,"Classic CBS stars, Norman Lear and Carol Burnett made an appearance tonight at the #Emmys! https://t.co/lkQp6uKMyg",0,0,0,1
@CBS,RT @TheEmmys: Congrats @nbcsnl on your Primetime #Emmy Award for Best #VarietySketch Series https://t.co/DYhkh2NxNN,0.9022,0.502,0,0.498
@CBS,RT @colbertlateshow: The most important part of any #Emmys rehearsal... practicing how to make @Oprah your best friend. (Yep. I'm coming fo…,0.8588,0.333,0,0.667
@CBS,RT @Momof3princess: My kids are laughing at me but I am singing right along #ACMHonors https://t.co/kSAoPXEqZQ,0.2732,0.13,0,0.87
@CBS,How does @Reba feel to receive the Mae Boren Axton Service Award at this year's #ACMHonors? Tune in tomorrow @ 9/8c… https://t.co/mueGvWtKzM,0.5423,0.149,0,0.851
@CBS,The countdown is on! Join host Stephen Colbert this Sunday for the 69th Emmy Awards at 8pm ET/ 5pm PT on CBS &amp; CBS… https://t.co/Ny8Jq25q2G,0.6696,0.193,0,0.807
@CBS,"RT @TheTalkCBS: Premiere week celebrities include @StephenAtHome, @mindykaling, Mark Harmon &amp; @maria_bello (@NCIS_CBS), @EyeOfJackieChan, @…",0,0,0,1
@CBS,RT @YoungSheldon: The cast of #YoungSheldon got to see the #SolarEclipse2017! Did you see it yet? https://t.co/NAGt5Xv1l6,0,0,0,1
@CBS,Lather. Stream. Repeat. Watch soaps 24/7 with #CBSAllAccess. Try 1 week FREE: https://t.co/6dDTBrAuq9 https://t.co/EJeJmQ0S3P,0.6166,0.252,0,0.748
@CBS,"RT @SEALTeamCBS: ""We’re going to tell stories about the toll it takes on the people who do this work."" - Sarah Timberman, Executive Produce…",0,0,0,1
@CBS,RT @SalvationCBS: Who can you trust when the fate of the world is at stake? ☄️ Take a sneak peek at what's coming this season on #Salvation…,0.5106,0.117,0,0.883
@CBS,RT @AmazingRaceCBS: Congratulations to the #AmazingRace for their #Emmys nomination in the category of Outstanding Reality-Competition Prog…,0.836,0.345,0,0.655
@CBS,"RT @SalvationCBS: The future of humanity is in jeopardy. #Salvation premieres Wednesday, July 12th at 9/8c on @CBS. https://t.co/YUuhfAgVBB",-0.4767,0,0.147,0.853
@CBS,RT @CandyCrushCBS: Everything you love about Candy Crush gets super-sized on July 9th. 🍥 #CandyCrushCBS https://t.co/0uvTsTWEtg,0.5574,0.223,0.085,0.691
@CBS,Down to catch up? Every episode from the latest season of #H50 is streaming now. Try 1 week FREE w/ #CBSAllAccess:… https://t.co/7LGwBdcHCI,0.6166,0.168,0,0.832
@CBS,RT @CandyCrushCBS: Did you know... 🌛 #CandyCrushCBS https://t.co/90GYziaQug,0,0,0,1
@CBS,Christopher Ashley wins Best Direction of a Musical. #TonyAwards2017 @wecomefromaway https://t.co/ivvfCssmA0,0.836,0.497,0,0.503
@CBS,A beautiful and emotional performance. 🎶 @MissSaigonUS #TonyAwards2017 https://t.co/UuAhZoeOFJ,0.6705,0.524,0,0.476
@CBS,"RT @SalvationCBS: Say your prayers. The sky is falling. #Salvation is a new suspense thriller coming to @CBS on Wednesday, July 12. https:/…",-0.0516,0.061,0.07,0.87
@CBS,"Yes, it's true! Every episode from the latest season of #Scorpion is streaming now. Try 1 week FREE w/… https://t.co/G4AoIRoDc2",0.8697,0.38,0,0.62
@CBS,RT @NCISLA: Take a look back at everything that led up to the latest major #Densi moment on #NCISLA: https://t.co/dLdBf0b0WR https://t.co/R…,0,0,0,1
@CBS,Get familiar with the cast of the new CBS shows before the upcoming fall season. See all photos:… https://t.co/Ng9k95xguF,0,0,0,1
@CBS,Lucy is California dreaming... in color! Watch the colorized Hollywood episodes in 'The New I Love Lucy Superstar S… https://t.co/5Gk58tWG1D,0.6696,0.2,0,0.8
@CBS,"Kick off tonight’s #TheGreatIndoors finale with the cast, and @etnow’s @leanneaguilera! Watch LIVE now:… https://t.co/mbAPooO4xS",0,0,0,1
@CBS,Stream FULL seasons of current hit shows with 1 month FREE of #CBSAllAccess. Use code STREAMITALL by 5/8:… https://t.co/cR8PqVrsHZ,0.6166,0.192,0,0.808
@CBS,"RT @NCISLA: They'll do anything to find the truth. Watch #NCISLA tonight after 60 Minutes, or stream it with @CBS All Access: https://t.co/…",0.3182,0.095,0,0.905
@CBS,RT @sandylkoch: Yesssssss Barry! !! #BeeGees,0,0,0,1
@CBS,Beautiful way to honor the #BeeGees. #GRAMMYSalute https://t.co/6kWPBdIh4L,0.7964,0.542,0,0.458
@CBS,RT @ksb1908: I'm a #fan. I ❤️ the #beegees!,0,0,0,1
@CBS,#TBT to the days of disco fever! Celebrate the #BeeGees w/ @LittleBigTown when they perform a special tribute this… https://t.co/MbZxZvQ2t7,0.7712,0.282,0,0.718
@CBS,Only 1 episode left this season! Stream episode 9 of @TheGoodFight now on #CBSAllAccess: https://t.co/9MnQAAJN3Y https://t.co/kmB6wQXfl9,0,0,0,1
@CBS,The NCAA Championship is here! Don’t miss college basketball today on CBS! Stream it LIVE. Check your local listing… https://t.co/FrzpR6FRd5,0.4374,0.151,0.069,0.78
@CBS,Cole Swindell and Dierks Bentley are having a ball on stage! #ACMs https://t.co/aiLoMVnUJZ,0,0,0,1
@CBS,.@DierksBentley lights up the #ACMs stage! https://t.co/nu4BoU1leQ,0,0,0,1
@CBS,"Get ready for #ACMs with an unlimited look into @MarenMorris, winner of New Female Vocalist of the Year, pres. by… https://t.co/oiZ8DheuuM",0.743,0.249,0,0.751
@CBS,"Join @MaddieandTae for one big country music family reunion at the #ACMs Sunday, April 2 on CBS and CBS All Access.… https://t.co/2dzpsGqKNo",0.296,0.099,0,0.901
@CBS,"RT @CandyCrushCBS: The sweet, new summer game show is coming to @CBS​ this July. #CandyCrushCBS https://t.co/Tjaf5ETNUr",0.4588,0.167,0,0.833
